"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","turkID","ExpEndTime","lastInput","responseA","responseB","responses","questions","randomized","N","nA","nB","nAB","pA","pB","pAB","anchored"
"33937","","singlestim-multislider","10","349182","0.0-9.0-23.0","","1476669745619","0","64","36","","","0","12","9","7","5","0.8","0.6","1","1"
"5459","","singlestim-multislider","11","354950","0.0-9.0-4.0","","1476669745619","1","50","50","","","0","12","9","7","5","0.6","0.6","1","1"
"10695","","singlestim-multislider","12","365948","0.0-9.0-8.0","","1476669745619","1","56","44","","","0","12","9","7","5","0.6","0.8","0.8","1"
"71634","","singlestim-multislider","13","437892","0.0-9.0-19.0","","1476669745619","0","30","71","","","0","12","9","7","5","0.8","0.6","0.8","1"
"9639","","singlestim-multislider","14","447837","0.0-9.0-18.0","","1476669745619","1","15","85","","","0","12","9","7","5","0.8","0.6","0.8","1"
"12411","","singlestim-multislider","15","460554","0.0-9.0-41.0","","1476669745619","","50","50","","","1","12","9","7","5","NA","NA","NA","1"
"9732","","singlestim-multislider","16","470591","0.0-9.0-21.0","","1476669745619","1","0","100","","","0","12","9","7","5","0.8","0.6","1","1"
"11803","","singlestim-multislider","17","482700","0.0-9.0-26.0","","1476669745619","1","6","95","","","0","12","9","7","5","0.8","0.8","0.8","1"
"8203","","singlestim-multislider","18","491213","0.0-9.0-38.0","","1476669745619","0","66","34","","","1","12","9","7","5","NA","NA","NA","1"
"8395","","singlestim-multislider","19","499914","0.0-9.0-11.0","","1476669745619","0","89","11","","","0","12","9","7","5","0.6","0.8","0.8","1"
"155714","","singlestim-multislider","20","655935","0.0-9.0-13.0","","1476669745619","1","14","86","","","0","12","9","7","5","0.6","0.8","1","1"
"9593","","singlestim-multislider","21","665835","0.0-9.0-7.0","","1476669745619","0","95","6","","","0","12","9","7","5","0.6","0.6","1","1"
"14063","","singlestim-multislider","22","680202","0.0-9.0-36.0","","1476669745619","1","19","81","","","1","12","9","7","5","NA","NA","NA","1"
"26285","","singlestim-multislider","23","706790","0.0-9.0-25.0","","1476669745619","0","76","24","","","0","12","9","7","5","0.8","0.8","0.8","1"
"313626","","singlestim-multislider","24","1020721","0.0-9.0-14.0","","1476669745619","0","66","34","","","0","12","9","7","5","0.6","0.8","1","1"
"12738","","singlestim-multislider","25","1033763","0.0-9.0-34.0","","1476669745619","0","66","34","","","1","12","9","7","5","NA","NA","NA","1"
"6826","","singlestim-multislider","26","1040894","0.0-9.0-10.0","","1476669745619","0","72","28","","","0","12","9","7","5","0.6","0.8","0.8","1"
"9880","","singlestim-multislider","27","1051077","0.0-9.0-37.0","","1476669745619","1","32","68","","","1","12","9","7","5","NA","NA","NA","1"
"8752","","singlestim-multislider","28","1060139","0.0-9.0-22.0","","1476669745619","0","68","32","","","0","12","9","7","5","0.8","0.6","1","1"
"6764","","singlestim-multislider","29","1067206","0.0-9.0-6.0","","1476669745619","1","12","89","","","0","12","9","7","5","0.6","0.6","1","1"
"6854","","singlestim-multislider","30","1074367","0.0-9.0-9.0","","1476669745619","1","27","73","","","0","12","9","7","5","0.6","0.8","0.8","1"
"9339","","singlestim-multislider","31","1084009","0.0-9.0-12.0","","1476669745619","0","86","14","","","0","12","9","7","5","0.6","0.8","1","1"
"4549","","singlestim-multislider","32","1088865","0.0-9.0-17.0","","1476669745619","1","20","81","","","0","12","9","7","5","0.8","0.6","0.8","1"
"26691","","singlestim-multislider","33","1115863","0.0-9.0-35.0","","1476669745619","1","30","70","","","1","12","9","7","5","NA","NA","NA","1"
"4825","","singlestim-multislider","34","1120996","0.0-9.0-3.0","","1476669745619","1","25","75","","","0","12","9","7","5","0.6","0.6","0.8","1"
"9402","","singlestim-multislider","35","1130705","0.0-9.0-0.0","","1476669745619","0","63","37","","","0","12","9","7","5","0.6","0.6","0.8","1"
"5451","","singlestim-multislider","36","1136460","0.0-9.0-31.0","","1476669745619","0","86","14","","","0","12","9","7","5","0.8","0.8","1","1"
"14919","","singlestim-multislider","37","1151686","0.0-9.0-15.0","","1476669745619","1","19","81","","","0","12","9","7","5","0.6","0.8","1","1"
"13490","","singlestim-multislider","38","1165481","0.0-9.0-33.0","","1476669745619","1","24","76","","","1","12","9","7","5","NA","NA","NA","1"
"6221","","singlestim-multislider","39","1172009","0.0-9.0-30.0","","1476669745619","1","24","76","","","0","12","9","7","5","0.8","0.8","1","1"
"4562","","singlestim-multislider","40","1176876","0.0-9.0-5.0","","1476669745619","1","22","78","","","0","12","9","7","5","0.6","0.6","1","1"
"4943","","singlestim-multislider","41","1182127","0.0-9.0-29.0","","1476669745619","0","80","20","","","0","12","9","7","5","0.8","0.8","1","1"
"5079","","singlestim-multislider","42","1187510","0.0-9.0-1.0","","1476669745619","1","30","70","","","0","12","9","7","5","0.6","0.6","0.8","1"
"6755","","singlestim-multislider","43","1194568","0.0-9.0-20.0","","1476669745619","0","75","26","","","0","12","9","7","5","0.8","0.6","1","1"
"14663","","singlestim-multislider","44","1209535","0.0-9.0-24.0","","1476669745619","1","21","79","","","0","12","9","7","5","0.8","0.8","0.8","1"
"38789","","singlestim-multislider","45","1248635","0.0-9.0-32.0","","1476669745619","1","33","67","","","1","12","9","7","5","NA","NA","NA","1"
"6391","","singlestim-multislider","46","1255332","0.0-9.0-39.0","","1476669745619","0","66","34","","","1","12","9","7","5","NA","NA","NA","1"
"7449","","singlestim-multislider","47","1263084","0.0-9.0-27.0","","1476669745619","0","82","18","","","0","12","9","7","5","0.8","0.8","0.8","1"
"6368","","singlestim-multislider","48","1269759","0.0-9.0-28.0","","1476669745619","1","15","85","","","0","12","9","7","5","0.8","0.8","1","1"
"11768","","singlestim-multislider","49","1281834","0.0-9.0-40.0","","1476669745619","1","24","76","","","1","12","9","7","5","NA","NA","NA","1"
"8909","","singlestim-multislider","50","1291050","0.0-9.0-16.0","","1476669745619","0","78","23","","","0","12","9","7","5","0.8","0.6","0.8","1"
"4981","","singlestim-multislider","51","1296335","0.0-10.0-7.0","","1476669745619","0","81","19","","","0","12","9","7","5","0.6","0.6","1","1"
"4409","","singlestim-multislider","52","1301051","0.0-10.0-28.0","","1476669745619","1","22","78","","","0","12","9","7","5","0.8","0.8","1","1"
"5215","","singlestim-multislider","53","1306571","0.0-10.0-20.0","","1476669745619","0","76","24","","","0","12","9","7","5","0.8","0.6","1","1"
"5087","","singlestim-multislider","54","1311963","0.0-10.0-15.0","","1476669745619","1","9","91","","","0","12","9","7","5","0.6","0.8","1","1"
"28797","","singlestim-multislider","55","1341066","0.0-10.0-36.0","","1476669745619","0","70","30","","","1","12","9","7","5","NA","NA","NA","1"
"8904","","singlestim-multislider","56","1350275","0.0-10.0-37.0","","1476669745619","1","34","66","","","1","12","9","7","5","NA","NA","NA","1"
"8530","","singlestim-multislider","57","1359109","0.0-10.0-23.0","","1476669745619","1","26","74","","","0","12","9","7","5","0.8","0.6","1","1"
"4203","","singlestim-multislider","58","1363617","0.0-10.0-4.0","","1476669745619","1","24","76","","","0","12","9","7","5","0.6","0.6","1","1"
"8595","","singlestim-multislider","59","1372519","0.0-10.0-1.0","","1476669745619","0","35","65","","","0","12","9","7","5","0.6","0.6","0.8","1"
"6330","","singlestim-multislider","60","1379153","0.0-10.0-12.0","","1476669745619","0","78","22","","","0","12","9","7","5","0.6","0.8","1","1"
"24230","","singlestim-multislider","61","1403690","0.0-10.0-31.0","","1476669745619","0","81","19","","","0","12","9","7","5","0.8","0.8","1","1"
"5970","","singlestim-multislider","62","1409967","0.0-10.0-21.0","","1476669745619","1","21","79","","","0","12","9","7","5","0.8","0.6","1","1"
"10630","","singlestim-multislider","63","1420901","0.0-10.0-14.0","","1476669745619","0","81","20","","","0","12","9","7","5","0.6","0.8","1","1"
"6410","","singlestim-multislider","64","1427619","0.0-10.0-10.0","","1476669745619","0","86","14","","","0","12","9","7","5","0.6","0.8","0.8","1"
"5792","","singlestim-multislider","65","1433717","0.0-10.0-33.0","","1476669745619","1","12","88","","","1","12","9","7","5","NA","NA","NA","1"
"4639","","singlestim-multislider","66","1438660","0.0-10.0-6.0","","1476669745619","1","8","92","","","0","12","9","7","5","0.6","0.6","1","1"
"5288","","singlestim-multislider","67","1444255","0.0-10.0-24.0","","1476669745619","1","21","79","","","0","12","9","7","5","0.8","0.8","0.8","1"
"5810","","singlestim-multislider","68","1450373","0.0-10.0-3.0","","1476669745619","1","22","78","","","0","12","9","7","5","0.6","0.6","0.8","1"
"6422","","singlestim-multislider","69","1457104","0.0-10.0-5.0","","1476669745619","0","80","20","","","0","12","9","7","5","0.6","0.6","1","1"
"6555","","singlestim-multislider","70","1463964","0.0-10.0-30.0","","1476669745619","1","17","83","","","0","12","9","7","5","0.8","0.8","1","1"
"5113","","singlestim-multislider","71","1469385","0.0-10.0-34.0","","1476669745619","","50","50","","","1","12","9","7","5","NA","NA","NA","1"
"3607","","singlestim-multislider","72","1473295","0.0-10.0-41.0","","1476669745619","1","34","66","","","1","12","9","7","5","NA","NA","NA","1"
"5677","","singlestim-multislider","73","1479278","0.0-10.0-40.0","","1476669745619","0","75","25","","","1","12","9","7","5","NA","NA","NA","1"
"32943","","singlestim-multislider","74","1512529","0.0-10.0-25.0","","1476669745619","0","78","23","","","0","12","9","7","5","0.8","0.8","0.8","1"
"24191","","singlestim-multislider","75","1537023","0.0-10.0-27.0","","1476669745619","0","74","26","","","0","12","9","7","5","0.8","0.8","0.8","1"
"25730","","singlestim-multislider","76","1563060","0.0-10.0-29.0","","1476669745619","0","74","26","","","0","12","9","7","5","0.8","0.8","1","1"
"9666","","singlestim-multislider","77","1573032","0.0-10.0-16.0","","1476669745619","0","69","31","","","0","12","9","7","5","0.8","0.6","0.8","1"
"25490","","singlestim-multislider","78","1598829","0.0-10.0-26.0","","1476669745619","1","27","73","","","0","12","9","7","5","0.8","0.8","0.8","1"
"6855","","singlestim-multislider","79","1605992","0.0-10.0-11.0","","1476669745619","0","67","33","","","0","12","9","7","5","0.6","0.8","0.8","1"
"23224","","singlestim-multislider","80","1629524","0.0-10.0-13.0","","1476669745619","1","32","68","","","0","12","9","7","5","0.6","0.8","1","1"
"4552","","singlestim-multislider","81","1634380","0.0-10.0-38.0","","1476669745619","0","66","34","","","1","12","9","7","5","NA","NA","NA","1"
"26567","","singlestim-multislider","82","1661254","0.0-10.0-9.0","","1476669745619","1","28","72","","","0","12","9","7","5","0.6","0.8","0.8","1"
"6763","","singlestim-multislider","83","1668322","0.0-10.0-8.0","","1476669745619","0","58","43","","","0","12","9","7","5","0.6","0.8","0.8","1"
"5729","","singlestim-multislider","84","1674359","0.0-10.0-22.0","","1476669745619","0","69","31","","","0","12","9","7","5","0.8","0.6","1","1"
"10431","","singlestim-multislider","85","1685093","0.0-10.0-35.0","","1476669745619","1","42","58","","","1","12","9","7","5","NA","NA","NA","1"
"68287","","singlestim-multislider","86","1753688","0.0-10.0-18.0","","1476669745619","0","72","29","","","0","12","9","7","5","0.8","0.6","0.8","1"
"6009","","singlestim-multislider","87","1760004","0.0-10.0-17.0","","1476669745619","1","20","81","","","0","12","9","7","5","0.8","0.6","0.8","1"
"3694","","singlestim-multislider","88","1764005","0.0-10.0-0.0","","1476669745619","1","20","80","","","0","12","9","7","5","0.6","0.6","0.8","1"
"18597","","singlestim-multislider","89","1782908","0.0-10.0-19.0","","1476669745619","1","26","74","","","0","12","9","7","5","0.8","0.6","0.8","1"
"5552","","singlestim-multislider","90","1788765","0.0-10.0-39.0","","1476669745619","0","66","34","","","1","12","9","7","5","NA","NA","NA","1"
"29628","","singlestim-multislider","91","1818698","0.0-10.0-2.0","","1476669745619","0","72","28","","","0","12","9","7","5","0.6","0.6","0.8","1"
"7750","","singlestim-multislider","92","1826751","0.0-10.0-32.0","","1476669745619","0","73","27","","","1","12","9","7","5","NA","NA","NA","1"
"3097","32","text","93","1830154","0.0-11.0","","1476669745619","","","","","","","","","","","","","",""
